obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""251.4535""","=""0.0005""","=""251.4535+""","=""900D""","=""5.3e+06""","=""6.3e-03""","=""4.15e-01""","=""-1.300""",B+,"=""0.0000000""","=""4.930702""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(1G<4>).5d<5/2>.6s2""","=""(4,5/2)""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""252.7782""","=""0.0005""","=""252.7780+""","=""1300""","=""1.47e+07""","=""1.41e-02""","=""9.4e-01""","=""-0.95""",B+,"=""0.0000000""","=""4.904866""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(1G<4>).5d<3/2>.6s2""","=""""","=""7/2""",8,8,,"=""T3042n""","=""L2006,L3475""",
"=""252.861""","=""0.0015""","=""252.8617+""","=""350""","=""6.4e+06""","=""4.6e-03""","=""3.1e-01""","=""-1.43""",C+,"=""0.0000000""","=""4.903242""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).5d.6p.(3F*<2>)""","=""(7/2,2)""","=""5/2""",8,6,,"=""T3042n""","=""L3475""",
"=""255.0575""","=""0.0005""","=""255.0575+""","=""400""","=""2.7e+06""","=""3.2e-03""","=""2.2e-01""","=""-1.59""",C+,"=""0.0000000""","=""4.861029""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""""","=""""","=""9/2""",8,10,,"=""T3042n""","=""L2006""",
"=""255.3530""","=""0.0005""","=""255.3532+""","=""3600""","=""3.68e+07""","=""3.60e-02""","=""2.42e+00""","=""-0.541""",B+,"=""0.0000000""","=""4.855401""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).6s.7p""","=""""","=""7/2?""",8,8,,"=""T3042n""","=""L2006,L3475""",
"=""258.419""","=""0.0015""","=""258.4194+""","=""350""","=""3.5e+06""","=""2.6e-03""","=""1.8e-01""","=""-1.68""",C+,"=""0.0000000""","=""4.797790""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""""","=""""","=""5/2""",8,6,,"=""T3042n""","=""L3475""",
"=""259.7265""","=""0.0005""","=""259.7268+""","=""1700h""","=""1.40e+07""","=""1.77e-02""","=""1.21e+00""","=""-0.85""",B+,"=""0.0000000""","=""4.773640""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).6s.7p""","=""""","=""9/2""",8,10,,"=""T3042n""","=""L2006,L3475""",
"=""260.1869""","=""0.0005""","=""260.1868+""","=""1100""","=""1.49e+07""","=""1.13e-02""","=""7.8e-01""","=""-1.04""",B+,"=""0.0000000""","=""4.765199""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).6s.7p""","=""""","=""5/2""",8,6,,"=""T3042n""","=""L2006,L3475""",
"=""262.2718""","=""0.0005""","=""262.2719+""","=""230""","=""6.2e+05""","=""4.8e-04""","=""3.3e-02""","=""-2.41""",C+,"=""0.0000000""","=""4.727315""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""""","=""""","=""5/2""",8,6,,"=""T3042n""","=""L2006""",
"=""262.3249""","=""0.0005""","=""262.3246+""","=""400""","=""5.2e+06""","=""6.7e-03""","=""4.6e-01""","=""-1.27""",C+,"=""0.0000000""","=""4.726366""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(1G<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""9/2""",8,10,,"=""T3042n""","=""L2006,L3475""",
"=""265.1739""","=""0.0005""","=""265.17410+""","=""150""","=""3.8e+05""","=""5.0e-04""","=""3.5e-02""","=""-2.40""",C+,"=""0.0000000""","=""4.6755773""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""""","=""""","=""9/2""",8,10,,"=""T3042n""","=""L2006""",
"=""266.1209""","=""0.0005""","=""266.12118+""","=""260""","=""4.6e+05""","=""6.1e-04""","=""4.3e-02""","=""-2.31""",C+,"=""0.0000000""","=""4.6589376""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<7/2>).6s.7p""","=""""","=""9/2""",8,10,,"=""T3042n""","=""L2006""",
"=""283.5932""","=""0.0005""","=""283.59332+""","=""210""","=""1.13e+06""","=""1.02e-03""","=""7.6e-02""","=""-2.09""",C+,"=""0.0000000""","=""4.3719013""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""""","=""""","=""5/2""",8,6,,"=""T3042n""","=""L2006""",
"=""284.1958""","=""0.0005""","=""284.1960+""","=""800""","=""1.4e+07""","=""1.7e-02""","=""1.0e+00""","=""-0.98""",D+,"=""1.0874955""","=""5.450126""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f13.(2F*<7/2>).5d.6p.(3D*<3>)""","=""(7/2,3)""","=""5/2""",6,6,,"=""T3338n""","=""L2006,L3475""",
"=""285.5005""","=""0.0005""","=""285.5004+""","=""2000""","=""2.42e+07""","=""2.22e-02""","=""1.67e+00""","=""-0.75""",B,"=""0.0000000""","=""4.342698""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""291.5692""","=""0.0005""","=""291.5692+""","=""1700""","=""9.4e+06""","=""1.20e-02""","=""9.2e-01""","=""-1.02""",C+,"=""0.0000000""","=""4.252307""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""(5/2,1)""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""293.3824""","=""0.0005""","=""293.3825+""","=""800""","=""1.13e+07""","=""1.09e-02""","=""8.4e-01""","=""-1.06""",B,"=""0.0000000""","=""4.226026""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""(5/2,1)""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""297.4086""","=""0.0005""","=""297.4086+""","=""4900""","=""2.17e+07""","=""2.88e-02""","=""2.25e+00""","=""-0.638""",B+,"=""0.0000000""","=""4.168817""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<2>).5d<5/2>.6s2""","=""""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""304.7756""","=""0.0005""","=""304.7757+""","=""3400D""","=""1.61e+07""","=""2.24e-02""","=""1.80e+00""","=""-0.747""",B+,"=""0.0000000""","=""4.068048""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<3>).5d<5/2>.6s2""","=""(3,5/2)""","=""7/2""",8,8,,"=""T3042n""","=""L2006,L3475""",
"=""308.2016""","=""0.0005""","=""308.2019+""","=""3600""","=""1.75e+07""","=""2.49e-02""","=""2.02e+00""","=""-0.70""",B+,"=""0.0000000""","=""4.022824""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<2>).5d<3/2>.6s2""","=""""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""310.8053""","=""0.0005""","=""310.8052+""","=""490""","=""1.50e+06""","=""1.63e-03""","=""1.33e-01""","=""-1.88""",B,"=""0.0000000""","=""3.989128""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<3>).5d<5/2>.6s2""","=""(3,5/2)""","=""5/2""",8,6,,"=""T6708""","=""L2006""",
"=""312.3438""","=""0.0005""","=""312.3439+""","=""1500""","=""6.1e+07""","=""9.0e-02""","=""5.5e+00""","=""-0.269""",B+,"=""1.0874955""","=""5.056973""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(1G<4>).5d<3/2>.6s2""","=""""","=""5/2""",6,6,,"=""T6708""","=""L2006,L3475""",
"=""314.3343""","=""0.0005""","=""314.3342+""","=""1500""","=""2.06e+06""","=""3.1e-03""","=""1.89e-01""","=""-1.74""",B,"=""1.0874955""","=""5.031839""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""""","=""""","=""5/2""",6,6,,"=""T6708""","=""L2006,L3475""",
"=""317.3572""","=""0.0005""","=""317.3572+""","=""4500""","=""1.59e+07""","=""2.40e-02""","=""2.01e+00""","=""-0.72""",B,"=""0.0000000""","=""3.906772""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<3>).5d<5/2>.6s2""","=""""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""318.0607""","=""0.0005""","=""318.0607+""","=""260""","=""1.04e+06""","=""1.97e-03""","=""1.65e-01""","=""-1.802""",B+,"=""0.0000000""","=""3.898130""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""318.1485""","=""0.0005""","=""318.1483+""","=""1500""","=""3.82e+06""","=""4.35e-03""","=""3.64e-01""","=""-1.459""",B+,"=""0.0000000""","=""3.897056""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""323.4674""","=""0.0005""","=""323.4674+""","=""750""","=""4.29e+06""","=""8.4e-03""","=""7.2e-01""","=""-1.172""",B+,"=""0.0000000""","=""3.832974""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""324.7900""","=""0.0005""","=""324.7896+""","=""3200""","=""2.5e+07""","=""5.3e-02""","=""3.4e+00""","=""-0.49""",D+,"=""1.0874955""","=""4.904866""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(1G<4>).5d<3/2>.6s2""","=""""","=""7/2""",6,8,,"=""T3338n""","=""L2006,L3475""",
"=""325.2720""","=""0.0005""","=""325.2720+""","=""1400""","=""2.14e+07""","=""2.26e-02""","=""1.45e+00""","=""-0.867""",B+,"=""1.0874955""","=""4.899203""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(1G<4>).5d<5/2>.6s2""","=""(4,5/2)""","=""3/2""",6,4,,"=""T6708""","=""L2006,L3475""",
"=""327.2724""","=""0.0005""","=""327.27174+""","=""460""","=""1.5e+07""","=""2.5e-02""","=""2.7e+00""","=""-0.61""",D,"=""1.6266243""","=""5.4150419""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T2890n""","=""L2006""",
"=""329.7252""","=""0.0005""","=""329.72539+""","=""580""","=""1.7e+07""","=""3.3e-02""","=""3.5e+00""","=""-0.49""",C,"=""1.6266243""","=""5.3868503""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T2890n""","=""L2006""",
"=""330.0065""","=""0.0005""","=""330.0066+""","=""570""","=""1.61e+06""","=""1.97e-03""","=""1.71e-01""","=""-1.80""",B+,"=""0.0000000""","=""3.757021""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<4>).5d<5/2>.6s2""","=""""","=""5/2""",8,6,,"=""T6708""","=""L2006""",
"=""331.960""","=""0.003""","=""331.9610+""","=""2100bl(Tm II)""","=""6.2e+05""","=""1.02e-03""","=""8.9e-02""","=""-2.09""",B,"=""0.0000000""","=""3.734902""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<4>).5d<5/2>.6s2""","=""""","=""7/2""",8,8,,"=""T6708""","=""L3475""",
"=""332.4229""","=""0.0005""","=""332.4227+""","=""170""","=""8.9e+04""","=""1.10e-04""","=""9.7e-03""","=""-3.05""",C+,"=""0.0000000""","=""3.729715""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<2>).5d<3/2>.6s2""","=""""","=""5/2""",8,6,,"=""T6708""","=""L2006""",
"=""332.5937""","=""0.0005""","=""332.59359+""","=""470""","=""9.e+06""","=""1.9e-02""","=""2.0e+00""","=""-0.73""",D,"=""1.6266243""","=""5.3544231""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T2890n""","=""L2006""",
"=""335.0950""","=""0.0005""","=""335.09511+""","=""2300""","=""6.6e+07""","=""1.33e-01""","=""1.47e+01""","=""0.12""",B,"=""1.6266243""","=""5.3265948""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T2890n""","=""L2006,L3475""",
"=""336.4747""","=""0.0005""","=""336.47508+""","=""250""","=""1.0e+07""","=""1.8e-02""","=""1.9e+00""","=""-0.76""",D,"=""1.6266243""","=""5.3114202""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T2890n""","=""L2006""",
"=""338.1505""","=""0.0005""","=""338.1505+""","=""1700""","=""""","=""""","=""""","=""""",,"=""2.1641216""","=""5.830661""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""13/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",14,14,,"=""""","=""L2006,L3475""",
"=""338.1659""","=""0.0005""","=""338.1654+""","=""1200""","=""1.31e+07""","=""3.00e-02""","=""2.00e+00""","=""-0.74""",B,"=""1.0874955""","=""4.753873""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(1G<4>).5d<5/2>.6s2""","=""""","=""7/2""",6,8,,"=""T6708""","=""L2006""",
"=""339.4160""","=""0.0005""","=""339.41608+""","=""1700""","=""3.3e+07""","=""6.9e-02""","=""7.7e+00""","=""-0.16""",C,"=""1.6266243""","=""5.2794919""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T2890n""","=""L2006,L3475""",
"=""339.8842""","=""0.0005""","=""339.88453+""","=""650""","=""3.4e+07""","=""7.1e-02""","=""8.0e+00""","=""-0.15""",C,"=""1.6266243""","=""5.2744573""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T2890n""","=""L2006,L3475""",
"=""340.6944""","=""0.0005""","=""340.6949+""","=""3600""","=""1.22e+07""","=""2.8e-02""","=""1.90e+00""","=""-0.77""",B,"=""1.0874955""","=""4.726652""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f13.(2F*<7/2>).6s.7p""","=""""","=""7/2""",6,8,,"=""T6708""","=""L2006,L3475""",
"=""341.1026""","=""0.0005""","=""341.10263+""","=""8500""","=""9.8e+06""","=""2.14e-02""","=""1.92e+00""","=""-0.767""",B+,"=""0.0000000""","=""3.6348063""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""341.2872""","=""0.0005""","=""341.2874+""","=""300""","=""6.6e+06""","=""1.29e-02""","=""2.3e+00""","=""-0.68""",C+,"=""1.8933629""","=""5.526201""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.5d.6s.6p""","=""*""","=""17/2""",16,18,,"=""T6708""","=""L2006""",
"=""341.3569""","=""0.0005""","=""341.3570+""","=""3400""","=""1.2e+08""","=""2.0e-01""","=""3.6e+01""","=""0.51""",D+,"=""1.8933629""","=""5.525461""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.5d.6s.6p""","=""*""","=""15/2""",16,16,,"=""T2890n""","=""L2006,L3475""",
"=""341.7568""","=""0.0005""","=""341.7566+""","=""3400""","=""5.3e+06""","=""9.2e-03""","=""8.3e-01""","=""-1.131""",B+,"=""0.0000000""","=""3.627851""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""341.8672""","=""0.0005""","=""341.86739+""","=""430""","=""2.1e+07""","=""3.0e-02""","=""3.4e+00""","=""-0.53""",C,"=""1.6266243""","=""5.2532995""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T2890n""","=""L2006""",
"=""341.9605""","=""0.0005""","=""341.9607+""","=""1000""","=""3.48e+06""","=""6.1e-03""","=""4.12e-01""","=""-1.437""",B+,"=""1.0874955""","=""4.713181""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(1G<4>).5d<5/2>.6s2""","=""""","=""5/2""",6,6,,"=""T6708""","=""L2006,L3475""",
"=""343.0315""","=""0.0005""","=""343.0312+""","=""3400""","=""1.13e+08""","=""1.8e-01""","=""3.6e+01""","=""0.50""",C,"=""2.0403972""","=""5.654768""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""17/2""","=""4f12.(3H<5>).5d.6s.6p.(4D*<5/2>)""","=""*""","=""15/2""",18,16,,"=""T2890n""","=""L2006,L3475""",
"=""344.6655""","=""0.0005""","=""344.66532+""","=""990""","=""1.66e+07""","=""2.36e-02""","=""2.68e+00""","=""-0.63""",B+,"=""1.6266243""","=""5.2238588""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T6708""","=""L2006""",
"=""344.8341""","=""0.0005""","=""344.83389+""","=""1700D""","=""2.42e+07""","=""5.2e-02""","=""5.9e+00""","=""-0.29""",B+,"=""1.6266243""","=""5.2221004""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006,L3475""",
"=""346.8506""","=""0.0005""","=""346.85027+""","=""2100""","=""5.5e+07""","=""1.2e-01""","=""1.6e+01""","=""0.15""",D+,"=""1.9326423""","=""5.5072163""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",12,14,,"=""T2890n""","=""L2006,L3475""",
"=""347.7687""","=""0.0005""","=""347.76852+""","=""3400""","=""6.7e+07""","=""1.46e-01""","=""1.68e+01""","=""0.166""",B+,"=""1.6266243""","=""5.1917601""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006,L3475""",
"=""348.1971""","=""0.0005""","=""348.19697+""","=""3400""","=""5.3e+07""","=""1.1e-01""","=""1.6e+01""","=""0.13""",D+,"=""1.9326423""","=""5.4933912""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",12,14,,"=""T2890n""","=""L2006,L3475""",
"=""348.8377""","=""0.0005""","=""348.83755+""","=""4200""","=""1.60e+08""","=""2.92e-01""","=""3.35e+01""","=""0.466""",B+,"=""1.6266243""","=""5.1808346""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006,L3475""",
"=""350.0447""","=""0.0005""","=""350.04453+""","=""870""","=""1.14e+07""","=""2.51e-02""","=""2.90e+00""","=""-0.60""",B,"=""1.6266243""","=""5.1685794""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""350.0949""","=""0.0005""","=""""","=""3400""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""350.1920""","=""0.0005""","=""350.19157+""","=""1000""","=""6.7e+05""","=""1.23e-03""","=""1.13e-01""","=""-2.01""",B+,"=""0.0000000""","=""3.5404678""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""351.4133""","=""0.0005""","=""351.41312+""","=""400""","=""9.2e+06""","=""1.71e-02""","=""1.98e+00""","=""-0.77""",B,"=""1.6266243""","=""5.1547851""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""351.5002""","=""0.0005""","=""351.49998+""","=""530""","=""1.30e+07""","=""2.89e-02""","=""3.3e+00""","=""-0.54""",B,"=""1.6266243""","=""5.1539133""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""351.5117""","=""0.0005""","=""351.51133+""","=""850""","=""1.42e+06""","=""1.97e-03""","=""1.83e-01""","=""-1.802""",B+,"=""0.0000000""","=""3.5271750""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""351.8604""","=""0.0005""","=""""","=""2500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""352.0434""","=""0.0005""","=""352.0434+""","=""780""","=""1.74e+07""","=""2.59e-02""","=""3.00e+00""","=""-0.59""",B+,"=""1.6266243""","=""5.148469""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T6708""","=""L2006""",
"=""353.8921""","=""0.0005""","=""""","=""4200""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""355.6834""","=""0.0005""","=""355.6832+""","=""2100""","=""6.5e+07""","=""1.23e-01""","=""2.59e+01""","=""0.344""",B+,"=""2.0403972""","=""5.526201""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""17/2""","=""4f12.5d.6s.6p""","=""*""","=""17/2""",18,18,,"=""T6708""","=""L2006,L3475""",
"=""356.1933""","=""0.0005""","=""356.1934+""","=""3400""","=""""","=""""","=""""","=""""",,"=""2.3176458""","=""5.798457""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""15/2""","=""4f12.(3H<6>) .5d.(2D).6s.6p.(?)(2F*<7/2>)""","=""(6,7/2)*""","=""17/2""",16,18,,"=""""","=""L2006,L3475""",
"=""356.4894""","=""0.0005""","=""356.4888+""","=""4200""","=""9.0e+06""","=""1.28e-02""","=""1.21e+00""","=""-0.988""",B+,"=""0.0000000""","=""3.477927""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""356.8375""","=""0.0005""","=""356.8369+""","=""4200""","=""3.80e+06""","=""9.1e-03""","=""8.5e-01""","=""-1.139""",B+,"=""0.0000000""","=""3.474534""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""357.0824""","=""0.0005""","=""357.08261+""","=""1300""","=""2.84e+07""","=""5.4e-02""","=""6.4e+00""","=""-0.265""",B+,"=""1.6266243""","=""5.0987676""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006,L3475""",
"=""357.2743""","=""0.0005""","=""357.27359+""","=""80""","=""8.3e+05""","=""1.6e-03""","=""1.9e-01""","=""-1.80""",C,"=""1.6266243""","=""5.0969115""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""357.6312""","=""0.0005""","=""357.63110+""","=""850""","=""1.50e+07""","=""3.45e-02""","=""4.07e+00""","=""-0.46""",B+,"=""1.6266243""","=""5.0934425""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006,L3475""",
"=""357.6683""","=""0.0005""","=""357.66752+""","=""290""","=""5.1e+06""","=""9.8e-03""","=""1.16e+00""","=""-1.01""",B,"=""1.6266243""","=""5.0930895""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""358.7090""","=""0.0005""","=""358.7090+""","=""2800""","=""7.1e+07""","=""1.52e-01""","=""3.23e+01""","=""0.437""",B+,"=""2.0403972""","=""5.496797""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""17/2""","=""4f12.(3H<5>).5d.6s.6p.(4F*<9/2>)""","=""(5,9/2)*""","=""19/2""",18,20,,"=""T6708""","=""L2006,L3475""",
"=""360.5429""","=""0.0005""","=""360.54265+""","=""85""","=""2.14e+06""","=""4.2e-03""","=""5.0e-01""","=""-1.38""",B,"=""1.6266243""","=""5.0654463""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""363.9445""","=""0.0005""","=""363.94483+""","=""3800""","=""1.09e+08""","=""1.73e-01""","=""2.08e+01""","=""0.24""",B+,"=""1.6266243""","=""5.0333000""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T6708""","=""L2006,L3475""",
"=""364.7742""","=""0.0005""","=""364.77426+""","=""1800""","=""5.9e+07""","=""9.4e-02""","=""1.13e+01""","=""-0.025""",B+,"=""1.6266243""","=""5.0255538""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T6708""","=""L2006,L3475""",
