obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""348.9588""","=""348.9593""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.307462""","=""6.860433""","=""5d4.6s.(6D).6p""","=""7F*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L153""",
"=""349.012""","=""349.0121""","=""0.0009""","=""1""","=""""","=""""","=""""","=""""",,"=""3.452935""","=""7.005368""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""349.0279""","=""349.0287""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""5.420697""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""349.238""","=""349.2369""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""3.701382""","=""7.251528""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""349.2826""","=""349.2832""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""5.204686""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""349.3131""","=""349.3141""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.051360""","=""6.600722""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""349.3249""","=""349.3258""","=""0.0009""","=""4""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""5.743909""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""349.4025""","=""349.4031""","=""0.0009""","=""8""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""6.381844""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""349.4187""","=""349.4191""","=""0.0009""","=""10""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""5.900835""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""349.4803""","=""349.4810""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.501282""","=""6.048949""","=""5d4.6s2""","=""1S2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""349.5364""","=""349.5396""","=""0.0009""","=""1""","=""""","=""""","=""""","=""""",,"=""2.908052""","=""6.455123""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""349.5752""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""349.6082""","=""349.6092""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""5.968398""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""349.6236""","=""349.6239""","=""0.0009""","=""75""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""5.982324""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""7""",13,15,,"=""""","=""L153""",
"=""349.6683""","=""349.6720""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""3.500500""","=""7.046229""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""349.6927""","=""349.6955""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.911742""","=""6.457232""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""349.7154""","=""349.7164""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""5.932748""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""349.9761""","=""349.9767""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.966952""","=""6.509593""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""350.0621""","=""350.0619""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""5.928917""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""350.1273""","=""350.1279""","=""0.0009""","=""40""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""5.457908""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""350.1907""","=""350.1908""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.073526""","=""6.614002""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""350.388""","=""350.3880""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""3.507746""","=""7.046229""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""350.4032""","=""350.4038""","=""0.0009""","=""30""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""5.395133""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""350.4556""","=""350.4562""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""6.139358""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""350.4911""","=""350.4920""","=""0.0009""","=""4""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""6.138996""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""350.5246""","=""350.5264""","=""0.0009""","=""4""","=""""","=""""","=""""","=""""",,"=""3.330419""","=""6.867505""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""350.557""","=""350.5578""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""5.803260""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""350.5646""","=""350.5648""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""5.453496""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""350.5889""","=""350.5896""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""5.191459""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""350.6243""","=""350.6236""","=""0.0009""","=""1""","=""""","=""""","=""""","=""""",,"=""2.973488""","=""6.509593""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""350.6900""","=""350.6900""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""5.452232""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""350.7637""","=""350.7632""","=""0.0009""","=""20*""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""5.571921""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""350.7637""","=""350.7643""","=""0.0009""","=""20*""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""5.887226""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""350.785""","=""350.7860""","=""0.0009""","=""3w""","=""""","=""""","=""""","=""""",,"=""3.051360""","=""6.585829""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""350.8280""","=""350.8293""","=""0.0009""","=""30""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.041923""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""350.8921""","=""350.8928""","=""0.0009""","=""6""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""5.991711""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""350.9355""","=""350.9356""","=""0.0009""","=""2w""","=""""","=""""","=""""","=""""",,"=""3.073526""","=""6.606488""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""350.9736""","=""350.9745""","=""0.0009""","=""40""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""3.944883""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""350.9853""","=""350.9861""","=""0.0009""","=""8""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""5.990773""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""351.0015""","=""351.0023""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""5.968398""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""351.0378""","=""351.0385""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.823589""","=""6.355514""","=""5d5.(4D).6s""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""351.0665""","=""351.0670""","=""0.0009""","=""10""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""5.239857""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""351.1029""","=""351.1036""","=""0.0009""","=""200""","=""5.2e+05""","=""1.2e-03""","=""1.0e-01""","=""-2.1""",B,"=""0.365913""","=""3.897184""","=""5d5.(6S).6s""","=""7S""","=""3""","=""5d4.6s.(6D).6p""","=""5F*""","=""4""",7,9,,"=""T4976""","=""L153""",
"=""351.2670""","=""351.2672""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.247047""","=""6.776674""","=""5d4.6s.(6D).6p""","=""7D*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L153""",
"=""351.2722""","=""351.2714""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""5.882124""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""351.3618""","=""351.3619""","=""0.0009""","=""8""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""6.130238""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""351.3916""","=""351.3927""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.652696""","=""7.181062""","=""5d5.(2I).6s""","=""3I""","=""7""","=""""","=""*""","=""6""",15,13,,"=""""","=""L153""",
"=""351.451""","=""351.4523""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""3.583014""","=""7.110781""","=""5d4.6s2""","=""3P1""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""351.5201""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""351.5638""","=""351.5642""","=""0.0009""","=""6""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""5.647644""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""351.5780""","=""351.5785""","=""0.0009""","=""8""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""5.635286""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""351.6802""","=""351.6808""","=""0.0009""","=""6""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""6.127039""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""351.6960""","=""351.6965""","=""0.0009""","=""12""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""5.947351""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""351.7023""","=""351.7029""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""5.912723""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""351.7358""","=""351.7331""","=""0.0009""","=""1""","=""""","=""""","=""""","=""""",,"=""3.452935""","=""6.977886""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""351.7777""","=""351.7779""","=""0.0009""","=""10""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""5.174373""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""351.8508""","=""351.8511""","=""0.0009""","=""30""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.031659""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""351.9061""","=""351.9069""","=""0.0009""","=""5""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""5.981530""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""351.9479""","=""351.9482""","=""0.0009""","=""40""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""4.293895""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""352.0400""","=""352.0402""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.452935""","=""6.974812""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""352.1381""","=""352.1387""","=""0.0009""","=""1""","=""""","=""""","=""""","=""""",,"=""3.520246""","=""7.041137""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""7""",13,15,,"=""""","=""L153""",
"=""352.2021""","=""352.2015""","=""0.0009""","=""1""","=""""","=""""","=""""","=""""",,"=""3.051360""","=""6.571624""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""352.2713""","=""352.2711""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""5.872107""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""352.2914""","=""352.2917""","=""0.0009""","=""40""","=""5.7e+06""","=""7.6e-03""","=""6.2e-01""","=""-1.3""",C,"=""1.655011""","=""5.174373""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""T6977""","=""L153""",
"=""352.3374""","=""352.3383""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.051360""","=""6.570256""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""352.4453""","=""352.4458""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""3.648917""","=""7.166740""","=""""","=""""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153,L416""",
"=""352.5244""","=""352.5243""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""5.711707""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""352.5682""","=""352.5685""","=""0.0009""","=""6""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""5.869138""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""352.6058""","=""352.6066""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""2.532729""","=""6.048949""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""352.7858""","=""352.7862""","=""0.0009""","=""30""","=""2.7e+06""","=""5.0e-03""","=""4.1e-01""","=""-1.5""",C,"=""1.655011""","=""5.169439""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""T6977""","=""L153""",
"=""352.8003""","=""352.8004""","=""0.0009""","=""30""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""5.635286""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""352.8218""","=""352.8224""","=""0.0009""","=""6""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""5.972387""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""352.8596""","=""352.8596""","=""0.0009""","=""8""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""5.900835""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""352.8929""","=""352.8930""","=""0.0009""","=""10""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""5.900835""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""352.9499""","=""352.9503""","=""0.0009""","=""6""","=""""","=""""","=""""","=""""",,"=""3.051360""","=""6.564155""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""352.9906""","=""352.9903""","=""0.0009""","=""5""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""6.299150""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""353.0359""","=""353.0360""","=""0.0009""","=""6*""","=""""","=""""","=""""","=""""",,"=""2.966952""","=""6.478893""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""353.0359""","=""353.0360""","=""0.0009""","=""6*""","=""""","=""""","=""""","=""""",,"=""3.701382""","=""7.213324""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""353.0603""","=""353.0605""","=""0.0009""","=""10""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""6.298452""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""353.0964""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""353.1590""","=""353.1593""","=""0.0009""","=""8""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""5.932748""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""353.1763""","=""353.1764""","=""0.0009""","=""20""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.018436""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""353.2027""","=""353.2029""","=""0.0009""","=""12""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""5.968398""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""353.2135""","=""353.2149""","=""0.0009""","=""6""","=""3.18e+04""","=""4.25e-05""","=""3.46e-03""","=""-3.53""",D,"=""0.598844""","=""4.109007""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""T4976""","=""L153""",
"=""353.481""","=""353.4783""","=""0.0009""","=""1w""","=""""","=""""","=""""","=""""",,"=""3.269126""","=""6.776674""","=""""","=""*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L153""",
"=""353.4932""","=""""","=""""","=""1""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""353.5175""","=""353.5175""","=""0.0009""","=""4""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""6.108721""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""353.5553""","=""353.5538""","=""0.0009""","=""1""","=""""","=""""","=""""","=""""",,"=""3.891750""","=""7.398549""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""353.6264""","=""353.6265""","=""0.0009""","=""3*""","=""""","=""""","=""""","=""""",,"=""3.560935""","=""7.067013""","=""5d5.(4P).6s""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""353.6264""","=""353.6268""","=""0.0009""","=""3*""","=""""","=""""","=""""","=""""",,"=""3.374084""","=""6.880158""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""353.6549""","=""353.6556""","=""0.0009""","=""100""","=""7.6e+06""","=""2.4e-02""","=""8.3e-01""","=""-1.1""",C,"=""1.649870""","=""5.155660""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""T6977""","=""L153""",
"=""353.7035""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""353.7497""","=""353.7486""","=""0.0009""","=""6*""","=""""","=""""","=""""","=""""",,"=""3.500500""","=""7.005368""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""353.7497""","=""353.7491""","=""0.0009""","=""6*""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""5.751064""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""353.8167""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""353.8457""","=""353.8463""","=""0.0009""","=""80""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""5.420697""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""353.9637""","=""353.9638""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""5.359547""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""354.0334""","=""354.0337""","=""0.0009""","=""8""","=""""","=""""","=""""","=""""",,"=""1.181329""","=""4.683374""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""354.0466""","=""354.0460""","=""0.0009""","=""3""","=""""","=""""","=""""","=""""",,"=""2.241985""","=""5.743909""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
